,MOFname,cp,edge_group_selfie,node_selfie,topo,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,edge_smile
157,hex_N350_edge125809,0.7307922223561166,[S][C][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][C][Branch][FrH0][pop][S][pop][Branch][S][pop][S],[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1],hex,"[71, 61, 52, 60, 61, 52, 61, 60, 64, 72, 68, 60, 72, 61, 60, 61, 60, 64, 72, 71, 72, 60, 71, 72, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][hex],"[34, 22, 48, 33, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 33, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 55, 54, 4, 82]",73,[S][C][=C][Branch][C][=C][C][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][C][Branch][FrH0][pop][S][pop][Branch][S][pop][S][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][hex],"[113, 75, 58, 74, 75, 58, 75, 74, 89, 148, 110, 74, 148, 75, 74, 75, 74, 89, 148, 113, 148, 74, 113, 148, 113, 8, 90, 75, 104, 88, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 88, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 111, 110, 6, 139]",100,SC1=C(C(S)(S)C(S)[Fr])C=CC1[Fr]
158,gis_N158_edge96216,0.8950830734691875,[N][=C][S][C][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][O][pop][Branch][:0alkene][pop][FrH0],[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N],gis,"[65, 52, 71, 61, 60, 61, 60, 61, 60, 64, 72, 68, 60, 72, 52, 66, 72, 60, 7, 72, 64]",21,[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][gis],"[34, 22, 22, 7, 45, 21, 55, 1, 47, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 22, 22, 12, 54, 45, 4, 80]",53,[N][=C][S][C][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][O][pop][Branch][:0alkene][pop][FrH0][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][gis],"[101, 58, 113, 75, 74, 75, 74, 75, 74, 89, 148, 110, 74, 148, 58, 104, 148, 74, 11, 148, 89, 8, 90, 75, 75, 58, 101, 73, 111, 1, 103, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 75, 75, 63, 110, 101, 6, 137]",76,N=C1SC([Fr])(C=O)C(=CO)C1[Fr]
159,nbo_N302_edge213835,0.8744321974142609,[O][O][C][=N][C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][=C][C][=C][C][=Branch][:=1methyl_amine][Ring1][Ring1][Branch][pop][pop][FrH0],[Fr][C][C][N][Cu][N][C][Branch2][Ring2][Branch1][C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][P][C][Ring2][Ring1][Branch1][=C][C][=Ring1][Branch1][=C][Branch1][C][Fr][C][Ring2][Ring1][Branch2][=C][C][=Ring2][Ring1][O],nbo,"[66, 66, 61, 53, 61, 60, 61, 65, 60, 64, 72, 68, 60, 72, 52, 61, 52, 61, 51, 50, 68, 68, 60, 72, 72, 64]",26,[Fr][C][C][N][Cu][N][C][Branch2][Ring2][Branch1][C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][P][C][Ring2][Ring1][Branch1][=C][C][=Ring1][Branch1][=C][Branch1][C][Fr][C][Ring2][Ring1][Branch2][=C][C][=Ring2][Ring1][O][&&][nbo],"[34, 22, 22, 45, 28, 45, 22, 21, 55, 20, 22, 22, 7, 54, 20, 22, 20, 22, 34, 7, 45, 54, 2, 22, 20, 20, 22, 7, 54, 20, 7, 20, 22, 34, 22, 45, 54, 49, 22, 55, 54, 20, 7, 22, 11, 20, 7, 20, 22, 34, 22, 55, 54, 21, 7, 22, 12, 54, 48, 4, 88]",61,[O][O][C][=N][C][Branch][C][N][Branch][FrH0][pop][Ring1][Branch][pop][=C][C][=C][C][=Branch][:=1methyl_amine][Ring1][Ring1][Branch][pop][pop][FrH0][.][Fr][C][C][N][Cu][N][C][Branch2][Ring2][Branch1][C][C][=C][Ring1][Branch1][C][Branch1][C][Fr][=C][N][Ring1][#Branch2][C][Branch1][Branch1][C][=C][Ring1][Branch1][=C][Branch1][C][Fr][C][N][Ring1][P][C][Ring2][Ring1][Branch1][=C][C][=Ring1][Branch1][=C][Branch1][C][Fr][C][Ring2][Ring1][Branch2][=C][C][=Ring2][Ring1][O][&&][nbo],"[104, 104, 75, 59, 75, 74, 75, 101, 74, 89, 148, 110, 74, 148, 58, 75, 58, 75, 57, 54, 110, 110, 74, 148, 148, 89, 8, 90, 75, 75, 101, 82, 101, 75, 73, 111, 72, 75, 75, 58, 110, 72, 75, 72, 75, 90, 58, 101, 110, 2, 75, 72, 72, 75, 58, 110, 72, 58, 72, 75, 90, 75, 101, 110, 105, 75, 111, 110, 72, 58, 75, 62, 72, 58, 72, 75, 90, 75, 111, 110, 73, 58, 75, 63, 110, 104, 6, 145]",89,OOC1=NC(=C2C=CC([Fr])=CN2)CN1[Fr]
160,eta_N440_edge68202,0.78207636347284,[:0carboxylic_acid][Ring1][C][=C][Branch][C][S][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop],[ClH0][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],eta,"[12, 68, 61, 52, 60, 61, 71, 61, 65, 60, 64, 72, 68, 51, 72, 64, 72]",17,[ClH0][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][eta],"[25, 26, 48, 22, 20, 22, 34, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 79]",29,[:0carboxylic_acid][Ring1][C][=C][Branch][C][S][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][.][ClH0][Co][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][eta],"[16, 110, 75, 58, 74, 75, 113, 75, 101, 74, 89, 148, 110, 57, 148, 89, 148, 8, 78, 80, 104, 75, 72, 75, 90, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 136]",48,O=C(O)C1=C([Fr])CSCN1[Fr]
161,lon_N435_edge150978,0.6068878363270763,[N][C][Branch][C][Branch][C][Branch][FrH0][pop][Br][pop][Branch][C][=C][C][C][FrH0][pop][Br][pop][C][Branch][Br][pop][Br],[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N],lon,"[65, 61, 60, 61, 60, 61, 60, 64, 72, 59, 72, 60, 61, 52, 61, 61, 64, 72, 59, 72, 61, 60, 59, 72, 59]",25,[Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][lon],"[34, 22, 22, 7, 45, 21, 55, 1, 26, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 22, 22, 12, 54, 45, 4, 84]",53,[N][C][Branch][C][Branch][C][Branch][FrH0][pop][Br][pop][Branch][C][=C][C][C][FrH0][pop][Br][pop][C][Branch][Br][pop][Br][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][lon],"[101, 75, 74, 75, 74, 75, 74, 89, 148, 71, 148, 74, 75, 58, 75, 75, 89, 148, 71, 148, 75, 74, 71, 148, 71, 8, 90, 75, 75, 58, 101, 73, 111, 1, 80, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 75, 75, 63, 110, 101, 6, 141]",80,NC(C(Br)Br)C(Br)(C=CCC[Fr])C(Br)[Fr]
162,bnn_N206_edge153989,0.8460801418404964,[FrH0][C][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][C][O][FrH0][pop][:0methyl],[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1],bnn,"[64, 61, 61, 60, 61, 52, 61, 51, 52, 68, 69, 72, 61, 61, 66, 64, 72, 15]",18,[Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],"[34, 22, 48, 23, 20, 55, 48, 54, 55, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 48, 20, 6, 48, 22, 20, 22, 34, 48, 54, 3, 48, 22, 20, 22, 34, 48, 55, 54, 54, 4, 70]",51,[FrH0][C][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][C][O][FrH0][pop][:0methyl][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],"[89, 75, 75, 74, 75, 58, 75, 57, 58, 110, 111, 148, 75, 75, 104, 89, 148, 19, 8, 90, 75, 104, 76, 72, 111, 104, 110, 111, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 104, 72, 56, 104, 75, 72, 75, 90, 104, 110, 4, 104, 75, 72, 75, 90, 104, 111, 110, 110, 6, 127]",71,CCC(C[Fr])C1=CC(CCO[Fr])=C1
163,hex_N350_edge52673,0.6855848285575517,[Br][C][N][N][Branch][C][N][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0],[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1],hex,"[59, 61, 65, 65, 60, 61, 65, 60, 65, 68, 51, 72, 64, 72, 64]",15,[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][hex],"[34, 22, 48, 33, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 33, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 55, 54, 4, 82]",73,[Br][C][N][N][Branch][C][N][Branch][N][Ring1][=Branch][pop][FrH0][pop][FrH0][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][hex],"[71, 75, 101, 101, 74, 75, 101, 74, 101, 110, 57, 148, 89, 148, 89, 8, 90, 75, 104, 88, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 88, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 111, 110, 6, 139]",90,BrC1NN([Fr])CN([Fr])N1
164,crb_N109_edge138825,0.7705155517955435,[O][C][Branch][O][FrH0][pop][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][C][=S][pop][C][=S][pop][C][=S],[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],crb,"[66, 61, 60, 66, 64, 72, 60, 61, 52, 60, 61, 61, 60, 66, 64, 72, 61, 58, 72, 61, 58, 72, 61, 58]",24,[O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crb],"[48, 7, 20, 22, 34, 48, 39, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 73]",37,[O][C][Branch][O][FrH0][pop][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][C][=S][pop][C][=S][pop][C][=S][.][O][=C][Branch1][C][Fr][O][In][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][crb],"[104, 75, 74, 104, 89, 148, 74, 75, 58, 74, 75, 75, 74, 104, 89, 148, 75, 64, 148, 75, 64, 148, 75, 64, 8, 104, 58, 72, 75, 90, 104, 95, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 130]",63,OC(C=S)(C=C(C=S)CC(C=S)O[Fr])O[Fr]
165,ecu_N192_edge133661,1.0962428339568953,[FrH0][C][=Branch][=C][C][:1methyl_amine][Ring1][C][C][Branch][C][C][FrH0][pop][O][pop][pop][:0propyl],[Fr][C][O][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch2][Branch1][O][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],ecu,"[64, 61, 51, 52, 61, 29, 68, 61, 61, 60, 61, 61, 64, 72, 66, 72, 72, 19]",18,[Fr][C][O][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch2][Branch1][O][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ecu],"[34, 22, 48, 47, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 21, 20, 48, 48, 22, 20, 22, 34, 48, 47, 20, 6, 48, 22, 20, 22, 34, 48, 54, 49, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 48, 55, 55, 5, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 78]",91,[FrH0][C][=Branch][=C][C][:1methyl_amine][Ring1][C][C][Branch][C][C][FrH0][pop][O][pop][pop][:0propyl][.][Fr][C][O][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch2][Branch1][O][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ecu],"[89, 75, 57, 58, 75, 33, 110, 75, 75, 74, 75, 75, 89, 148, 104, 148, 148, 23, 8, 90, 75, 104, 103, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 73, 72, 104, 104, 75, 72, 75, 90, 104, 103, 72, 56, 104, 75, 72, 75, 90, 104, 110, 105, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 104, 111, 111, 55, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 135]",111,CCCC([Fr])=CCCNCC(O)CC[Fr]
166,nbo_N335_edge9750,0.8542474184537026,[FrH0][C][=C][Branch][N][Branch][FrH0][pop][C][=Branch][=S][pop][S][Ring1][#Branch][pop][S][C],[FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],nbo,"[64, 61, 52, 60, 65, 60, 64, 72, 61, 51, 58, 72, 71, 68, 1, 72, 71, 61]",18,[FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[32, 26, 20, 22, 32, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 88]",57,[FrH0][C][=C][Branch][N][Branch][FrH0][pop][C][=Branch][=S][pop][S][Ring1][#Branch][pop][S][C][.][FH0][Co][Branch1][C][FH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[89, 75, 58, 74, 101, 74, 89, 148, 75, 57, 64, 148, 113, 110, 3, 148, 113, 75, 8, 86, 80, 72, 75, 86, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 145]",77,CSc1c([Fr])sc(=S)n1[Fr]
