MOFname,edge_group_selfie,node_selfie,topo,heat_of_adsorption_CO2_300_kJ_mol,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens,log_CO2_N2_selectivity
nbo_N151_edge188487,[Cl][C][=C][Branch][C][=Branch][=C][C][Branch][C][Branch][C][Branch][S][C][Ring1][N][pop][Ring1][Ring2][pop][Branch][FrH0][pop][Cl][pop][Cl][pop][Cl][pop][FrH0],[Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1],nbo,-8.971592495,"[57, 56, 49, 55, 56, 48, 49, 56, 55, 56, 55, 56, 55, 65, 56, 63, 60, 66, 63, 64, 66, 55, 59, 66, 57, 66, 57, 66, 57, 66, 59]",31,[Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][nbo],"[30, 20, 20, 7, 39, 56, 19, 46, 41, 39, 20, 5, 2, 7, 20, 18, 20, 30, 20, 7, 46, 1, 20, 7, 20, 18, 20, 30, 7, 20, 39, 46, 3, 46, 1, 19, 46, 5, 39, 20, 18, 2, 20, 7, 18, 20, 30, 20, 7, 46, 1, 7, 47, 46, 19, 20, 11, 46, 39, 39, 20, 7, 20, 18, 20, 30, 20, 7, 46, 1, 20, 39, 47, 46, 42, 20, 7, 20, 18, 20, 30, 20, 10, 1, 4, 79]",86,[Cl][C][=C][Branch][C][=Branch][=C][C][Branch][C][Branch][C][Branch][S][C][Ring1][N][pop][Ring1][Ring2][pop][Branch][FrH0][pop][Cl][pop][Cl][pop][Cl][pop][FrH0][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][nbo],"[73, 70, 55, 69, 70, 54, 55, 70, 69, 70, 69, 70, 69, 101, 70, 99, 92, 135, 99, 100, 135, 69, 82, 135, 73, 135, 73, 135, 73, 135, 82, 7, 83, 70, 70, 55, 92, 109, 68, 99, 94, 92, 70, 52, 2, 55, 70, 67, 70, 83, 70, 55, 99, 1, 70, 55, 70, 67, 70, 83, 55, 70, 92, 99, 4, 99, 1, 68, 99, 52, 92, 70, 67, 2, 70, 55, 67, 70, 83, 70, 55, 99, 1, 55, 100, 99, 68, 70, 59, 99, 92, 92, 70, 55, 70, 67, 70, 83, 70, 55, 99, 1, 70, 92, 100, 99, 95, 70, 55, 70, 67, 70, 83, 70, 58, 1, 5, 132]",119,0.845673165
lcy_N85_edge117758,[:0methyl_amine][Ring1][C][C][=Branch][=C][C][C][Branch][C][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][C][C][FrH0][pop],[Fr][C][C][=C][N][Branch2][Branch1][#Branch1][Zn][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][C][=Ring2][Ring1][#C],lcy,-11.66336846,"[15, 63, 56, 56, 48, 49, 56, 56, 55, 56, 55, 28, 66, 63, 48, 66, 59, 66, 56, 56, 59, 66]",22,[Fr][C][C][=C][N][Branch2][Branch1][#Branch1][Zn][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][C][=Ring2][Ring1][#C][&&][lcy],"[30, 20, 20, 7, 39, 19, 18, 1, 56, 56, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 6, 41, 20, 18, 20, 30, 41, 46, 2, 18, 6, 41, 20, 18, 20, 30, 41, 46, 7, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 20, 39, 20, 7, 20, 18, 20, 30, 20, 7, 46, 1, 20, 20, 11, 46, 3, 4, 74]",69,[:0methyl_amine][Ring1][C][C][=Branch][=C][C][C][Branch][C][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][C][C][FrH0][pop][.][Fr][C][C][=C][N][Branch2][Branch1][#Branch1][Zn][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][C][=Ring2][Ring1][#C][&&][lcy],"[19, 99, 70, 70, 54, 55, 70, 70, 69, 70, 69, 32, 135, 99, 54, 135, 82, 135, 70, 70, 82, 135, 7, 83, 70, 70, 55, 92, 68, 67, 1, 109, 109, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 53, 94, 70, 67, 70, 83, 94, 99, 2, 67, 53, 94, 70, 67, 70, 83, 94, 99, 55, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 70, 92, 70, 55, 70, 67, 70, 83, 70, 55, 99, 1, 70, 70, 59, 99, 4, 5, 127]",93,1.131146062
qtz_N547_edge93437,[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0],[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1],qtz,-6.703685411,"[60, 56, 55, 61, 56, 56, 56, 56, 56, 55, 61, 59, 66, 57, 66, 61, 59]",17,[S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],"[48, 7, 8, 23, 18, 39, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 18, 39, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 18, 47, 39, 7, 12, 18, 39, 39, 20, 7, 18, 20, 30, 20, 20, 7, 46, 1, 39, 20, 7, 20, 20, 18, 20, 30, 7, 46, 1, 4, 82]",61,[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],"[92, 70, 69, 94, 70, 70, 70, 70, 70, 69, 94, 82, 135, 73, 135, 94, 82, 7, 101, 55, 56, 74, 67, 92, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 67, 92, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 67, 100, 92, 55, 60, 67, 92, 92, 70, 55, 67, 70, 83, 70, 70, 55, 99, 1, 92, 70, 55, 70, 70, 67, 70, 83, 55, 99, 1, 5, 136]",80,0.612065512
sxb_N295_edge100816,[FrH0][C][Branch][C][pop][C][Branch][C][pop][N][C][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][Ring1][#Branch][pop][C],[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],sxb,-12.99955684,"[59, 56, 55, 56, 66, 56, 55, 56, 66, 60, 56, 49, 55, 56, 55, 59, 66, 55, 56, 66, 56, 55, 56, 66, 63, 1, 66, 56]",28,[Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[30, 20, 7, 20, 39, 18, 18, 20, 7, 46, 5, 40, 40, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 6, 41, 20, 18, 20, 30, 41, 46, 2, 18, 6, 41, 20, 18, 20, 30, 41, 46, 7, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 20, 39, 20, 20, 7, 18, 20, 30, 20, 7, 46, 1, 4, 89]",67,[FrH0][C][Branch][C][pop][C][Branch][C][pop][N][C][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][Ring1][#Branch][pop][C][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],"[82, 70, 69, 70, 135, 70, 69, 70, 135, 92, 70, 55, 69, 70, 69, 82, 135, 69, 70, 135, 70, 69, 70, 135, 99, 3, 135, 70, 7, 83, 70, 55, 70, 92, 67, 67, 70, 55, 99, 52, 93, 93, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 53, 94, 70, 67, 70, 83, 94, 99, 2, 67, 53, 94, 70, 67, 70, 83, 94, 99, 55, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 70, 92, 70, 70, 55, 67, 70, 83, 70, 55, 99, 1, 5, 143]",97,1.323524187
utk_N233_edge209272,[Br][:1pyridine][=Branch][C][=N][N][N][Branch][C][Branch][Br][pop][Ring1][Branch][pop][FrH0][pop][Branch][FrH0][pop][Ring1][Br][pop],[O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O],utk,-5.562347389,"[54, 29, 48, 56, 50, 60, 60, 55, 56, 55, 54, 66, 63, 55, 66, 59, 66, 55, 59, 66, 63, 54, 66]",23,[O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][utk],"[41, 7, 18, 20, 30, 41, 34, 19, 47, 1, 41, 20, 18, 20, 30, 41, 34, 18, 47, 41, 46, 1, 18, 6, 41, 20, 18, 20, 30, 41, 46, 5, 18, 1, 41, 20, 18, 20, 30, 9, 41, 20, 18, 20, 30, 41, 46, 7, 18, 2, 41, 20, 18, 20, 30, 41, 47, 46, 1, 41, 20, 18, 20, 30, 41, 47, 46, 41, 4, 92]",70,[Br][:1pyridine][=Branch][C][=N][N][N][Branch][C][Branch][Br][pop][Ring1][Branch][pop][FrH0][pop][Branch][FrH0][pop][Ring1][Br][pop][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][utk],"[66, 33, 54, 70, 56, 92, 92, 69, 70, 69, 66, 135, 99, 69, 135, 82, 135, 69, 82, 135, 99, 66, 135, 7, 94, 55, 67, 70, 83, 94, 87, 68, 100, 1, 94, 70, 67, 70, 83, 94, 87, 67, 100, 94, 99, 1, 67, 53, 94, 70, 67, 70, 83, 94, 99, 52, 67, 1, 94, 70, 67, 70, 83, 57, 94, 70, 67, 70, 83, 94, 99, 55, 67, 2, 94, 70, 67, 70, 83, 94, 100, 99, 1, 94, 70, 67, 70, 83, 94, 100, 99, 94, 5, 146]",95,0.524417051
gme_N307_edge158599,[:0methyl_amine][Ring1][:0benzene][Ring2][FrH0][pop][Ring2][N][=C][Ring1][=Branch][pop][Ring1][FrH0][pop][pop],[Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr],gme,-7.754321389,"[15, 63, 8, 64, 59, 66, 64, 60, 49, 63, 48, 66, 63, 59, 66, 66]",16,[Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gme],"[30, 20, 8, 25, 18, 47, 39, 7, 30, 18, 47, 39, 7, 30, 39, 7, 30, 4, 72]",19,[:0methyl_amine][Ring1][:0benzene][Ring2][FrH0][pop][Ring2][N][=C][Ring1][=Branch][pop][Ring1][FrH0][pop][pop][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gme],"[19, 99, 12, 100, 82, 135, 100, 92, 55, 99, 54, 135, 99, 82, 135, 135, 7, 83, 70, 56, 76, 67, 100, 92, 55, 83, 67, 100, 92, 55, 83, 92, 55, 83, 5, 125]",37,0.774825212
unc_N50_edge99328,[S][C][Branch][C][Branch][FrH0][pop][Br][pop][:1methyl_amine][Ring1][C][C][=Branch][=C][Branch][C][FrH0][pop][Br][pop][Br][pop],[Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S],unc,-8.047277955,"[65, 56, 55, 56, 55, 59, 66, 54, 66, 28, 63, 56, 56, 48, 49, 55, 56, 59, 66, 54, 66, 54, 66]",23,[Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][unc],"[30, 20, 7, 20, 7, 19, 47, 41, 41, 14, 18, 8, 41, 20, 20, 7, 20, 18, 20, 30, 7, 20, 10, 1, 18, 8, 41, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 41, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 20, 7, 47, 46, 48, 4, 91]",57,[S][C][Branch][C][Branch][FrH0][pop][Br][pop][:1methyl_amine][Ring1][C][C][=Branch][=C][Branch][C][FrH0][pop][Br][pop][Br][pop][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][unc],"[101, 70, 69, 70, 69, 82, 135, 66, 135, 32, 99, 70, 70, 54, 55, 69, 70, 82, 135, 66, 135, 66, 135, 7, 83, 70, 55, 70, 55, 68, 100, 94, 94, 62, 67, 56, 94, 70, 70, 55, 70, 67, 70, 83, 55, 70, 58, 1, 67, 56, 94, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 94, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 70, 55, 100, 99, 101, 5, 145]",82,0.716043804
ths_N298_edge175026,[S][N][C][Branch][C][Branch][C][C][=Branch][=C][Branch][C][Branch][C][O][FrH0][pop][S][pop][S][pop][S][pop][S][pop][C][O][FrH0],[ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],ths,-1.973733432,"[65, 60, 56, 55, 56, 55, 56, 56, 48, 49, 55, 56, 55, 56, 61, 59, 66, 65, 66, 65, 66, 65, 66, 65, 66, 56, 61, 59]",28,[ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],"[22, 25, 18, 20, 22, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 4, 90]",44,[S][N][C][Branch][C][Branch][C][C][=Branch][=C][Branch][C][Branch][C][O][FrH0][pop][S][pop][S][pop][S][pop][S][pop][C][O][FrH0][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ths],"[101, 92, 70, 69, 70, 69, 70, 70, 54, 55, 69, 70, 69, 70, 94, 82, 135, 101, 135, 101, 135, 101, 135, 101, 135, 70, 94, 82, 7, 72, 76, 67, 70, 72, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 5, 144]",74,0.167143215
ana_N515_edge45048,[FrH0][N][C][Branch][N][Branch][FrH0][pop][N][Branch][O][C][pop][C][Branch][O][C][pop][C][Ring1][=C][pop][O][C],[Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],ana,-10.81096997,"[59, 60, 56, 55, 60, 55, 59, 66, 60, 55, 61, 56, 66, 56, 55, 61, 56, 66, 56, 63, 49, 66, 61, 56]",24,[Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ana],"[30, 20, 41, 40, 18, 6, 41, 20, 18, 20, 30, 41, 46, 18, 18, 47, 41, 46, 19, 18, 39, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 39, 20, 7, 20, 18, 20, 30, 7, 20, 46, 1, 4, 58]",45,[FrH0][N][C][Branch][N][Branch][FrH0][pop][N][Branch][O][C][pop][C][Branch][O][C][pop][C][Ring1][=C][pop][O][C][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][ana],"[82, 92, 70, 69, 92, 69, 82, 135, 92, 69, 94, 70, 135, 70, 69, 94, 70, 135, 70, 99, 55, 135, 94, 70, 7, 83, 70, 94, 93, 67, 53, 94, 70, 67, 70, 83, 94, 99, 67, 67, 100, 94, 99, 68, 67, 92, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 92, 70, 55, 70, 67, 70, 83, 55, 70, 99, 1, 5, 111]",71,1.028558034
sra_N708_edge86570,[F][C][N][Branch][C][N][Branch][C][Branch][N][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][#Branch][pop][F][pop][FrH0][pop][F][pop][FrH0],[Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1],sra,-6.259139883,"[58, 56, 60, 55, 56, 60, 55, 56, 55, 60, 55, 56, 55, 58, 66, 55, 58, 66, 63, 1, 66, 58, 66, 59, 66, 58, 66, 59]",28,[Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][sra],"[30, 20, 7, 39, 18, 18, 20, 39, 46, 18, 23, 18, 41, 39, 20, 7, 18, 20, 30, 39, 20, 46, 5, 18, 41, 39, 20, 7, 18, 20, 30, 39, 20, 46, 5, 39, 20, 7, 18, 20, 30, 39, 20, 46, 5, 4, 87]",47,[F][C][N][Branch][C][N][Branch][C][Branch][N][Branch][C][Branch][F][pop][Branch][F][pop][Ring1][#Branch][pop][F][pop][FrH0][pop][F][pop][FrH0][.][Fr][C][=C][N][Branch1][Branch1][C][N][Ring1][Branch1][Co][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][N][C][Ring1][=Branch1][&&][sra],"[80, 70, 92, 69, 70, 92, 69, 70, 69, 92, 69, 70, 69, 80, 135, 69, 80, 135, 99, 3, 135, 80, 135, 82, 135, 80, 135, 82, 7, 83, 70, 55, 92, 67, 67, 70, 92, 99, 67, 74, 67, 94, 92, 70, 55, 67, 70, 83, 92, 70, 99, 52, 67, 94, 92, 70, 55, 67, 70, 83, 92, 70, 99, 52, 92, 70, 55, 67, 70, 83, 92, 70, 99, 52, 5, 141]",77,0.596073332
srs_N96_edge65311,[F][N][N][N][N][Branch][C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0],[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],srs,-5.126383274,"[58, 60, 60, 60, 60, 55, 56, 56, 55, 59, 66, 63, 48, 66, 59]",15,[Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[30, 20, 7, 20, 7, 18, 18, 20, 7, 46, 5, 50, 18, 20, 20, 18, 39, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 20, 7, 20, 7, 18, 20, 30, 20, 7, 46, 1, 4, 88]",41,[F][N][N][N][N][Branch][C][C][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],"[80, 92, 92, 92, 92, 69, 70, 70, 69, 82, 135, 99, 54, 135, 82, 7, 83, 70, 55, 70, 55, 67, 67, 70, 55, 99, 52, 103, 67, 70, 70, 67, 92, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 70, 55, 70, 55, 67, 70, 83, 70, 55, 99, 1, 5, 142]",58,0.462072634
