MOFname,edge_group_selfie,node_selfie,topo,cp,tokenized_edge_selfies,edge_lens,node_plus_topo,tokenized_node_plus_topo,node_plus_topo_lens,mof_string,tokenized_mof_string,mof_string_lens
hex_N262_edge23532,[FrH0][C][=Branch][=C][C][C][C][Branch][S][C][pop][FrH0][pop][S][C],[O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1],hex,0.916643647,"[64, 61, 51, 52, 61, 61, 61, 60, 71, 61, 72, 64, 72, 71, 61]",15,[O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[48, 7, 20, 22, 34, 48, 28, 21, 20, 22, 48, 22, 20, 22, 34, 48, 28, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 4, 82]",85,[FrH0][C][=Branch][=C][C][C][C][Branch][S][C][pop][FrH0][pop][S][C][.][O][=C][Branch1][C][Fr][O][Cu][Branch2][Branch1][C][O][C][Branch1][C][Fr][O][Cu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][hex],"[89, 75, 57, 58, 75, 75, 75, 74, 113, 75, 148, 89, 148, 113, 75, 8, 104, 58, 72, 75, 90, 104, 82, 73, 72, 75, 104, 75, 72, 75, 90, 104, 82, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 6, 139]",102
bcg_N432_edge78362,[S][=C][C][=C][N][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][C][=S][pop][C][=S][pop][C][=S][pop][FrH0],[Fr][C][O][Co][Branch2][Branch1][S][O][C][Branch1][C][Fr][O][Co][Branch1][Ring2][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][Branch2][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1],bcg,0.758215751,"[71, 52, 61, 52, 65, 60, 65, 60, 61, 60, 61, 60, 64, 72, 68, 51, 72, 60, 61, 58, 72, 61, 58, 72, 61, 58, 72, 64]",28,[Fr][C][O][Co][Branch2][Branch1][S][O][C][Branch1][C][Fr][O][Co][Branch1][Ring2][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][Branch2][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bcg],"[34, 22, 48, 26, 21, 20, 56, 48, 22, 20, 22, 34, 48, 26, 20, 55, 48, 54, 6, 20, 55, 48, 54, 21, 48, 26, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 20, 6, 48, 22, 20, 22, 34, 48, 54, 8, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 4, 68]",96,[S][=C][C][=C][N][Branch][N][Branch][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][C][=S][pop][C][=S][pop][C][=S][pop][FrH0][.][Fr][C][O][Co][Branch2][Branch1][S][O][C][Branch1][C][Fr][O][Co][Branch1][Ring2][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][Branch2][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][bcg],"[113, 58, 75, 58, 101, 74, 101, 74, 75, 74, 75, 74, 89, 148, 110, 57, 148, 74, 75, 64, 148, 75, 64, 148, 75, 64, 148, 89, 8, 90, 75, 104, 80, 73, 72, 113, 104, 75, 72, 75, 90, 104, 80, 72, 111, 104, 110, 56, 72, 111, 104, 110, 73, 104, 80, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 72, 56, 104, 75, 72, 75, 90, 104, 110, 59, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 6, 125]",126
ths_N186_edge122721,[FrH0][N][Branch][:0methyl_amine][Ring1][C][=C][Branch][N][=C][Ring1][Ring2][pop][FrH0][pop][pop][C],[Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr],ths,0.854935725,"[64, 65, 60, 16, 68, 61, 52, 60, 65, 52, 68, 69, 72, 64, 72, 72, 61]",17,[Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][ths],"[34, 22, 8, 14, 20, 55, 45, 7, 34, 45, 7, 34, 4, 99]",14,[FrH0][N][Branch][:0methyl_amine][Ring1][C][=C][Branch][N][=C][Ring1][Ring2][pop][FrH0][pop][pop][C][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][ths],"[89, 101, 74, 20, 110, 75, 58, 74, 101, 58, 110, 111, 148, 89, 148, 148, 75, 8, 90, 75, 59, 65, 72, 111, 101, 58, 90, 101, 58, 90, 6, 157]",33
nbo_N342_edge81989,[FrH0][C][Branch][C][=C][C][N][Branch][C][Ring1][=Branch][pop][FrH0][pop][:1alkyne],[O][Cu][Branch1][C][O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1],nbo,0.959528522,"[64, 61, 60, 61, 52, 61, 65, 60, 61, 68, 51, 72, 64, 72, 23]",15,[O][Cu][Branch1][C][O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[48, 28, 20, 22, 48, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 22, 7, 20, 22, 34, 22, 7, 54, 1, 20, 45, 45, 22, 7, 22, 20, 22, 34, 22, 7, 54, 1, 45, 22, 7, 22, 20, 22, 34, 7, 22, 54, 1, 4, 88]",57,[FrH0][C][Branch][C][=C][C][N][Branch][C][Ring1][=Branch][pop][FrH0][pop][:1alkyne][.][O][Cu][Branch1][C][O][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],"[89, 75, 74, 75, 58, 75, 101, 74, 75, 110, 57, 148, 89, 148, 27, 8, 104, 82, 72, 75, 104, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 75, 58, 72, 75, 90, 75, 58, 110, 1, 72, 101, 101, 75, 58, 75, 72, 75, 90, 75, 58, 110, 1, 101, 75, 58, 75, 72, 75, 90, 58, 75, 110, 1, 6, 145]",74
bcu_N350_edge105453,[Cl][C][Branch][:0methyl_amine][Ring1][N][C][=C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][pop][FrH0],[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1],bcu,0.836024181,"[62, 61, 60, 16, 68, 65, 61, 52, 61, 51, 52, 68, 60, 72, 64, 72, 72, 64]",18,[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[34, 22, 48, 33, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 33, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 55, 54, 4, 69]",73,[Cl][C][Branch][:0methyl_amine][Ring1][N][C][=C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][pop][FrH0][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[79, 75, 74, 20, 110, 101, 75, 58, 75, 57, 58, 110, 74, 148, 89, 148, 148, 89, 8, 90, 75, 104, 88, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 88, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 111, 110, 6, 126]",93
sra_N461_edge8730,[S][C][=C][Branch][O][C][=C][:2pyridine][Branch][FrH0][pop][Branch][Ring1][N][pop][Ring1][S][pop][pop][FrH0],[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N],sra,0.765364969,"[71, 61, 52, 60, 66, 61, 52, 36, 60, 64, 72, 60, 68, 65, 72, 68, 71, 72, 72, 64]",20,[O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sra],"[48, 7, 20, 22, 34, 48, 23, 20, 6, 48, 22, 20, 22, 34, 48, 54, 20, 20, 1, 48, 22, 20, 22, 34, 9, 48, 22, 20, 22, 34, 48, 54, 8, 4, 96]",35,[S][C][=C][Branch][O][C][=C][:2pyridine][Branch][FrH0][pop][Branch][Ring1][N][pop][Ring1][S][pop][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][&&][sra],"[113, 75, 58, 74, 104, 75, 58, 40, 74, 89, 148, 74, 110, 101, 148, 110, 113, 148, 148, 89, 8, 104, 58, 72, 75, 90, 104, 76, 72, 56, 104, 75, 72, 75, 90, 104, 110, 72, 72, 1, 104, 75, 72, 75, 90, 60, 104, 75, 72, 75, 90, 104, 110, 59, 6, 154]",57
neb_N256_edge193183,[:0isocyanate][C][C][=C][Branch][C][Branch][C][=Branch][=C][Branch][:0isocyanate][pop][C][FrH0][pop][Ring1][Ring2][pop][:=0amide][pop][:1alkyne][Ring1][FrH0][pop][pop],[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C],neb,0.8435586,"[14, 61, 61, 52, 60, 61, 60, 61, 51, 52, 60, 14, 72, 61, 64, 72, 68, 69, 72, 48, 72, 23, 68, 64, 72, 72]",26,[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][neb],"[48, 7, 20, 22, 34, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 54, 7, 4, 89]",34,[:0isocyanate][C][C][=C][Branch][C][Branch][C][=Branch][=C][Branch][:0isocyanate][pop][C][FrH0][pop][Ring1][Ring2][pop][:=0amide][pop][:1alkyne][Ring1][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][&&][neb],"[18, 75, 75, 58, 74, 75, 74, 75, 57, 58, 74, 18, 148, 75, 89, 148, 110, 111, 148, 52, 148, 27, 110, 89, 148, 148, 8, 104, 58, 72, 75, 90, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 110, 58, 6, 146]",62
ecu_N585_edge71352,[FrH0][C][C][Branch][C][Branch][:0propyl][pop][Branch][:0propyl][pop][C][Branch][:0propyl][pop][Branch][FrH0][pop][C][=C][Ring1][=N][pop][:0propyl],[Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2],ecu,1.182461393,"[64, 61, 61, 60, 61, 60, 19, 72, 60, 19, 72, 61, 60, 19, 72, 60, 64, 72, 61, 52, 68, 53, 72, 19]",24,[Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][ecu],"[34, 22, 7, 22, 20, 22, 34, 22, 7, 20, 55, 22, 54, 1, 58, 20, 3, 22, 7, 22, 20, 22, 34, 22, 7, 20, 22, 34, 22, 54, 21, 20, 3, 22, 7, 22, 20, 22, 34, 7, 22, 20, 22, 34, 7, 54, 21, 22, 7, 22, 20, 22, 34, 7, 22, 20, 22, 34, 7, 54, 21, 4, 78]",63,[FrH0][C][C][Branch][C][Branch][:0propyl][pop][Branch][:0propyl][pop][C][Branch][:0propyl][pop][Branch][FrH0][pop][C][=C][Ring1][=N][pop][:0propyl][.][Fr][C][=C][C][Branch1][C][Fr][C][=C][Branch1][Ring2][C][Ring1][#Branch1][Si][Branch1][#C][C][=C][C][Branch1][C][Fr][C][=C][Branch1][C][Fr][C][Ring1][Branch2][Branch1][#C][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][C][=C][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][=C][Ring1][Branch2][&&][ecu],"[89, 75, 75, 74, 75, 74, 23, 148, 74, 23, 148, 75, 74, 23, 148, 74, 89, 148, 75, 58, 110, 59, 148, 23, 8, 90, 75, 58, 75, 72, 75, 90, 75, 58, 72, 111, 75, 110, 1, 115, 72, 4, 75, 58, 75, 72, 75, 90, 75, 58, 72, 75, 90, 75, 110, 73, 72, 4, 75, 58, 75, 72, 75, 90, 58, 75, 72, 75, 90, 58, 110, 73, 75, 58, 75, 72, 75, 90, 58, 75, 72, 75, 90, 58, 110, 73, 6, 135]",89
reo_N209_edge105432,[N][N][=C][S][C][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][N][pop][Ring1][=Branch][pop][N][pop][Branch][FrH0][pop][N][pop][Branch][N][pop][N],[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2],reo,0.925420354,"[65, 65, 52, 71, 61, 60, 61, 60, 61, 60, 61, 60, 64, 72, 60, 65, 72, 68, 51, 72, 65, 72, 60, 64, 72, 65, 72, 60, 65, 72, 65]",31,[O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][reo],"[48, 7, 20, 22, 34, 48, 65, 48, 22, 20, 22, 34, 48, 65, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 65, 20, 1, 48, 22, 20, 22, 34, 9, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 5, 48, 22, 20, 22, 34, 48, 55, 54, 2, 4, 92]",71,[N][N][=C][S][C][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Branch][N][pop][Ring1][=Branch][pop][N][pop][Branch][FrH0][pop][N][pop][Branch][N][pop][N][.][O][=C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][&&][reo],"[101, 101, 58, 113, 75, 74, 75, 74, 75, 74, 75, 74, 89, 148, 74, 101, 148, 110, 57, 148, 101, 148, 74, 89, 148, 101, 148, 74, 101, 148, 101, 8, 104, 58, 72, 75, 90, 104, 122, 104, 75, 72, 75, 90, 104, 122, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 122, 72, 1, 104, 75, 72, 75, 90, 60, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 55, 104, 75, 72, 75, 90, 104, 111, 110, 2, 6, 150]",104
dia_N310_edge67702,[:0sulfonic_acid][Ring1][C][=N][C][Branch][N][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop],[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N],dia,0.824412095,"[22, 68, 61, 53, 61, 60, 65, 65, 60, 64, 72, 68, 60, 72, 64, 72]",16,[O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[48, 7, 20, 22, 34, 48, 33, 20, 1, 48, 22, 20, 22, 34, 9, 20, 6, 48, 22, 20, 22, 34, 48, 54, 6, 48, 22, 20, 22, 34, 48, 54, 8, 4, 76]",35,[:0sulfonic_acid][Ring1][C][=N][C][Branch][N][N][Branch][FrH0][pop][Ring1][Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][dia],"[26, 110, 75, 59, 75, 74, 101, 101, 74, 89, 148, 110, 74, 148, 89, 148, 8, 104, 58, 72, 75, 90, 104, 88, 72, 1, 104, 75, 72, 75, 90, 60, 72, 56, 104, 75, 72, 75, 90, 104, 110, 56, 104, 75, 72, 75, 90, 104, 110, 59, 6, 133]",53
bcu_N350_edge31999,[FrH0][C][Branch][C][Branch][C][=C][Branch][C][Branch][O][FrH0][pop][Branch][C][pop][C][pop][Ring1][Ring1][pop][C][pop][C],[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1],bcu,0.992083929,"[64, 61, 60, 61, 60, 61, 52, 60, 61, 60, 66, 64, 72, 60, 61, 72, 61, 72, 68, 68, 72, 61, 72, 61]",24,[Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[34, 22, 48, 33, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 2, 48, 22, 20, 22, 34, 48, 33, 20, 6, 48, 22, 20, 22, 34, 48, 54, 7, 48, 22, 20, 22, 34, 48, 33, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 45, 20, 2, 48, 22, 20, 22, 34, 48, 55, 54, 22, 48, 55, 55, 54, 4, 69]",73,[FrH0][C][Branch][C][Branch][C][=C][Branch][C][Branch][O][FrH0][pop][Branch][C][pop][C][pop][Ring1][Ring1][pop][C][pop][C][.][Fr][C][O][Fe][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Fe][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring2][Ring1][&&][bcu],"[89, 75, 74, 75, 74, 75, 58, 74, 75, 74, 104, 89, 148, 74, 75, 148, 75, 148, 110, 110, 148, 75, 148, 75, 8, 90, 75, 104, 88, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 2, 104, 75, 72, 75, 90, 104, 88, 72, 56, 104, 75, 72, 75, 90, 104, 110, 58, 104, 75, 72, 75, 90, 104, 88, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 101, 72, 2, 104, 75, 72, 75, 90, 104, 111, 110, 75, 104, 111, 111, 110, 6, 126]",99
